"ref_distnm","Year","CountOfCAMPNAME","SumOfCPETALLC","SumOfCPETECOC","SumOfCPETLEPC","SumOfCPETBILC","SumOfCPETSPEC"
"The Varnett Public School",2011,3,1667.00,1638.00,440.00,421.00,31.00
"The Varnett Public School",2012,3,1729.00,1706.00,576.00,538.00,42.00
"The Varnett Public School",2013,3,1595.00,1579.00,577.00,541.00,30.00
"The Varnett Public School",2014,3,1790.00,1776.00,641.00,593.00,31.00
"The Varnett Public School",2015,3,1614.00,1594.00,640.00,600.00,40.00
"The Varnett Public School",2016,3,1668.00,1457.00,679.00,665.00,42.00
"The Varnett Public School",2017,3,1607.00,1406.00,707.00,673.00,51.00
"The Varnett Public School",2018,4,1474.00,1252.00,720.00,684.00,61.00
"The Varnett Public School",2019,4,1721.00,1257.00,595.00,561.00,51.00
"The Varnett Public School",2020,4,1576.00,1452.00,683.00,657.00,50.00
"Theresa B Lee Academy",2000,1,125.00,74.00,0.00,0.00,2.00
"Theresa B Lee Academy",2001,1,176.00,106.00,1.00,2.00,12.00
"Theresa B Lee Academy",2002,1,240.00,234.00,1.00,1.00,16.00
"Theresa B Lee Academy",2003,1,197.00,99.00,0.00,0.00,11.00
"Theresa B Lee Academy",2004,1,238.00,144.00,0.00,0.00,19.00
"Theresa B Lee Academy",2005,1,277.00,223.00,0.00,0.00,40.00
"Theresa B Lee Academy",2006,1,266.00,88.00,0.00,0.00,33.00
"Theresa B Lee Academy",2007,1,274.00,148.00,0.00,0.00,14.00
"Theresa B Lee Academy",2008,1,189.00,115.00,0.00,0.00,13.00
"Transformative Charter Academy",1999,1,109.00,0.00,0.00,0.00,9.00
"Transformative Charter Academy",2000,1,106.00,0.00,0.00,0.00,7.00
"Transformative Charter Academy",2001,1,73.00,0.00,0.00,0.00,1.00
"Transformative Charter Academy",2002,1,106.00,0.00,0.00,0.00,11.00
"Transformative Charter Academy",2003,1,105.00,1.00,0.00,0.00,6.00
"Transformative Charter Academy",2004,1,134.00,77.00,0.00,0.00,14.00
"Transformative Charter Academy",2005,1,99.00,52.00,0.00,0.00,8.00
"Transformative Charter Academy",2006,1,84.00,54.00,0.00,0.00,12.00
"Transformative Charter Academy",2007,1,83.00,50.00,0.00,0.00,13.00
"Transformative Charter Academy",2008,1,59.00,39.00,0.00,0.00,6.00
"Transformative Charter Academy",2009,1,69.00,43.00,0.00,0.00,2.00
"Transformative Charter Academy",2010,1,80.00,47.00,0.00,0.00,3.00
"Transformative Charter Academy",2011,1,75.00,46.00,0.00,0.00,4.00
"Transformative Charter Academy",2012,1,49.00,31.00,0.00,0.00,12.00
"Transformative Charter Academy",2013,1,66.00,24.00,0.00,0.00,9.00
"Transformative Charter Academy",2014,1,91.00,62.00,0.00,0.00,6.00
"Transformative Charter Academy",2015,1,72.00,47.00,0.00,0.00,1.00
"Treetops School International",1999,1,145.00,0.00,0.00,0.00,0.00
"Treetops School International",2000,1,221.00,7.00,2.00,0.00,0.00
"Treetops School International",2001,1,234.00,4.00,0.00,0.00,22.00
"Treetops School International",2002,1,273.00,3.00,0.00,0.00,26.00
"Treetops School International",2003,1,307.00,2.00,0.00,0.00,17.00
"Treetops School International",2004,1,301.00,5.00,0.00,0.00,25.00
"Treetops School International",2005,1,272.00,17.00,0.00,0.00,25.00
"Treetops School International",2006,1,231.00,13.00,0.00,0.00,29.00
"Treetops School International",2007,1,226.00,18.00,0.00,0.00,27.00
"Treetops School International",2008,1,262.00,16.00,0.00,0.00,40.00
"Treetops School International",2009,1,341.00,57.00,0.00,0.00,31.00
"Treetops School International",2010,1,362.00,47.00,0.00,0.00,23.00
"Treetops School International",2011,1,326.00,39.00,0.00,0.00,24.00
"Treetops School International",2012,1,325.00,86.00,0.00,0.00,20.00
"Treetops School International",2013,1,349.00,64.00,0.00,0.00,23.00
"Treetops School International",2014,1,342.00,48.00,0.00,2.00,22.00
"Treetops School International",2015,1,363.00,39.00,0.00,2.00,21.00
"Treetops School International",2016,1,392.00,51.00,0.00,2.00,22.00
"Treetops School International",2017,1,415.00,68.00,0.00,2.00,25.00
"Treetops School International",2018,1,381.00,67.00,4.00,4.00,23.00
"Treetops School International",2019,1,391.00,74.00,5.00,5.00,20.00
"Treetops School International",2020,1,387.00,95.00,5.00,5.00,21.00
"Trinity Basin Preparatory",2000,1,253.00,190.00,0.00,0.00,0.00
"Trinity Basin Preparatory",2001,1,613.00,561.00,0.00,0.00,16.00
"Trinity Basin Preparatory",2002,1,674.00,513.00,205.00,205.00,7.00
"Trinity Basin Preparatory",2003,1,661.00,285.00,102.00,101.00,33.00
"Trinity Basin Preparatory",2004,1,406.00,373.00,131.00,129.00,45.00
"Trinity Basin Preparatory",2005,1,478.00,429.00,236.00,235.00,43.00
"Trinity Basin Preparatory",2006,1,493.00,426.00,251.00,248.00,32.00
"Trinity Basin Preparatory",2007,1,444.00,408.00,227.00,222.00,22.00
"Trinity Basin Preparatory",2008,1,526.00,463.00,196.00,158.00,20.00
"Trinity Basin Preparatory",2009,1,554.00,494.00,211.00,211.00,17.00
"Trinity Basin Preparatory",2010,1,618.00,556.00,237.00,235.00,19.00
"Trinity Basin Preparatory",2011,2,1362.00,1287.00,591.00,585.00,36.00
"Trinity Basin Preparatory",2012,2,1300.00,1202.00,693.00,685.00,54.00
"Trinity Basin Preparatory",2013,1,1622.00,1485.00,959.00,947.00,88.00
"Trinity Basin Preparatory",2014,1,1732.00,1567.00,1169.00,1150.00,117.00
"Trinity Basin Preparatory",2015,1,1840.00,1673.00,1263.00,1227.00,130.00
"Trinity Basin Preparatory",2016,1,2353.00,2148.00,1442.00,1407.00,153.00
"Trinity Basin Preparatory",2017,1,2778.00,2481.00,1783.00,1757.00,214.00
"Trinity Basin Preparatory",2018,1,3151.00,2494.00,1918.00,1894.00,238.00
"Trinity Basin Preparatory",2019,2,3496.00,3150.00,2118.00,2097.00,276.00
"Trinity Basin Preparatory",2020,2,3842.00,3475.00,2228.00,572.00,342.00
"Trinity Charter School",2005,4,226.00,226.00,0.00,0.00,218.00
"Trinity Charter School",2006,4,230.00,229.00,0.00,0.00,223.00
"Trinity Charter School",2007,4,218.00,218.00,31.00,31.00,141.00
"Trinity Charter School",2008,4,218.00,218.00,47.00,47.00,116.00
"Trinity Charter School",2009,6,288.00,286.00,2.00,1.00,181.00
"Trinity Charter School",2010,5,277.00,264.00,3.00,3.00,162.00
"Trinity Charter School",2011,4,269.00,172.00,0.00,0.00,163.00
"Trinity Charter School",2012,3,195.00,191.00,6.00,6.00,90.00
"Trinity Charter School",2013,2,137.00,137.00,5.00,5.00,54.00
"Trinity Charter School",2014,3,315.00,312.00,6.00,4.00,113.00
"Trinity Charter School",2015,7,490.00,488.00,65.00,65.00,198.00
"Trinity Charter School",2016,7,496.00,496.00,78.00,78.00,179.00
"Trinity Charter School",2017,8,597.00,597.00,174.00,174.00,160.00
"Trinity Charter School",2018,8,503.00,503.00,131.00,131.00,151.00
"Trinity Charter School",2019,9,448.00,448.00,30.00,30.00,165.00
"Trinity Charter School",2020,10,419.00,409.00,23.00,23.00,174.00
"Trinity Environmental Academy",2016,1,143.00,129.00,12.00,9.00,14.00
"Trinity Environmental Academy",2017,1,239.00,218.00,9.00,8.00,22.00
"Trinity Environmental Academy",2018,2,318.00,292.00,23.00,22.00,24.00
"Trinity Environmental Academy",2019,2,298.00,289.00,22.00,21.00,27.00
"Triumph Public High Schools-Rio Gr",2020,1,71.00,60.00,16.00,0.00,15.00
"Trivium Academy",2017,1,354.00,23.00,7.00,6.00,32.00
"Trivium Academy",2018,1,522.00,24.00,18.00,16.00,42.00
"Trivium Academy",2019,1,593.00,17.00,21.00,19.00,44.00
"Trivium Academy",2020,1,591.00,15.00,31.00,28.00,56.00
"Two Dimensions Preparatory Academy",1999,1,161.00,90.00,0.00,0.00,0.00
"Two Dimensions Preparatory Academy",2000,1,185.00,110.00,0.00,0.00,6.00
"Two Dimensions Preparatory Academy",2001,1,223.00,159.00,0.00,0.00,3.00
"Two Dimensions Preparatory Academy",2002,1,277.00,221.00,0.00,0.00,13.00
"Two Dimensions Preparatory Academy",2003,1,520.00,467.00,26.00,26.00,14.00
"Two Dimensions Preparatory Academy",2004,3,542.00,484.00,12.00,12.00,11.00
"Two Dimensions Preparatory Academy",2005,3,608.00,567.00,26.00,26.00,28.00
"Two Dimensions Preparatory Academy",2006,3,524.00,471.00,17.00,17.00,17.00
"Two Dimensions Preparatory Academy",2007,3,519.00,487.00,21.00,28.00,27.00
"Two Dimensions Preparatory Academy",2008,3,559.00,531.00,31.00,32.00,26.00
"Two Dimensions Preparatory Academy",2009,3,469.00,443.00,27.00,27.00,11.00
"Two Dimensions Preparatory Academy",2010,3,428.00,407.00,19.00,19.00,16.00
"Two Dimensions Preparatory Academy",2011,3,536.00,530.00,29.00,29.00,15.00
"Two Dimensions Preparatory Academy",2012,3,562.00,544.00,35.00,35.00,13.00
"Two Dimensions Preparatory Academy",2013,3,550.00,533.00,39.00,39.00,9.00
"Two Dimensions Preparatory Academy",2014,3,552.00,515.00,17.00,17.00,13.00
"Two Dimensions Preparatory Academy",2015,3,533.00,504.00,35.00,35.00,13.00
"Two Dimensions Preparatory Academy",2016,3,486.00,465.00,27.00,27.00,14.00
"Two Dimensions Preparatory Academy",2017,3,534.00,509.00,26.00,26.00,9.00
"Two Dimensions Preparatory Academy",2018,3,536.00,502.00,29.00,29.00,11.00
"Two Dimensions Preparatory Academy",2019,3,503.00,479.00,35.00,35.00,10.00
"Two Dimensions Preparatory Academy",2020,3,537.00,497.00,25.00,25.00,10.00
"Ume Preparatory Academy",2013,1,337.00,45.00,7.00,6.00,9.00
"Ume Preparatory Academy",2014,1,392.00,67.00,9.00,8.00,21.00
"Ume Preparatory Academy",2015,1,413.00,91.00,11.00,11.00,22.00
"Ume Preparatory Academy",2016,1,429.00,119.00,12.00,12.00,20.00
"Ume Preparatory Academy",2017,2,627.00,181.00,11.00,11.00,23.00
"Ume Preparatory Academy",2018,2,790.00,157.00,28.00,27.00,34.00
"Ume Preparatory Academy",2019,2,844.00,298.00,54.00,52.00,10.00
"Ume Preparatory Academy",2020,2,1197.00,494.00,71.00,64.00,10.00
"Universal Academy",1999,1,76.00,25.00,0.00,0.00,0.00
"Universal Academy",2000,1,382.00,182.00,0.00,4.00,27.00
"Universal Academy",2001,1,768.00,319.00,0.00,3.00,37.00
"Universal Academy",2002,2,951.00,326.00,44.00,44.00,56.00
"Universal Academy",2003,2,1022.00,349.00,57.00,56.00,46.00
"Universal Academy",2004,2,1233.00,414.00,76.00,65.00,65.00
"Universal Academy",2005,2,1076.00,471.00,59.00,91.00,37.00
"Universal Academy",2006,2,1160.00,600.00,111.00,93.00,58.00
"Universal Academy",2007,2,1260.00,678.00,145.00,122.00,48.00
"Universal Academy",2008,2,1301.00,674.00,145.00,132.00,31.00
"Universal Academy",2009,2,1472.00,731.00,290.00,278.00,31.00
"Universal Academy",2010,2,1396.00,650.00,276.00,260.00,22.00
"Universal Academy",2011,2,1511.00,677.00,363.00,348.00,26.00
"Universal Academy",2012,2,1444.00,649.00,350.00,334.00,24.00
"Universal Academy",2013,2,1469.00,665.00,405.00,390.00,27.00
"Universal Academy",2014,2,1518.00,650.00,453.00,437.00,29.00
"Universal Academy",2015,2,1790.00,704.00,486.00,473.00,33.00
"Universal Academy",2016,2,1985.00,658.00,533.00,523.00,38.00
"Universal Academy",2017,2,2083.00,610.00,629.00,622.00,33.00
"Universal Academy",2018,2,2160.00,683.00,598.00,591.00,46.00
"Universal Academy",2019,2,2058.00,648.00,657.00,634.00,51.00
"Universal Academy",2020,2,2282.00,724.00,795.00,292.00,60.00
"University Of Houston Charter Scho",2019,1,135.00,66.00,0.00,0.00,18.00
"University of Houston Charter Schools",1998,1,40.00,0.00,0.00,0.00,0.00
"University of Houston Charter Schools",1999,1,81.00,0.00,0.00,0.00,0.00
"University of Houston Charter Schools",2000,1,101.00,0.00,2.00,2.00,1.00
"University of Houston Charter Schools",2001,1,132.00,19.00,2.00,2.00,7.00
"University of Houston Charter Schools",2002,1,129.00,22.00,2.00,2.00,10.00
"University of Houston Charter Schools",2003,1,122.00,0.00,1.00,1.00,14.00
"University of Houston Charter Schools",2004,1,135.00,38.00,1.00,1.00,18.00
"University of Houston Charter Schools",2005,1,127.00,31.00,1.00,1.00,24.00
"University of Houston Charter Schools",2006,1,133.00,39.00,2.00,1.00,16.00
"University of Houston Charter Schools",2007,1,132.00,31.00,3.00,3.00,12.00
"University of Houston Charter Schools",2008,1,130.00,36.00,3.00,3.00,14.00
"University of Houston Charter Schools",2009,1,129.00,24.00,2.00,2.00,10.00
"University of Houston Charter Schools",2010,1,133.00,19.00,4.00,4.00,7.00
"University of Houston Charter Schools",2011,1,135.00,23.00,4.00,4.00,9.00
"University of Houston Charter Schools",2012,1,132.00,51.00,3.00,3.00,13.00
"University of Houston Charter Schools",2013,1,133.00,54.00,3.00,3.00,14.00
"University of Houston Charter Schools",2014,1,138.00,48.00,4.00,4.00,11.00
"University of Houston Charter Schools",2015,1,139.00,36.00,4.00,4.00,10.00
"University of Houston Charter Schools",2016,1,121.00,30.00,2.00,2.00,8.00
"University of Houston Charter Schools",2017,1,128.00,42.00,7.00,4.00,12.00
"University of Houston Charter Schools",2018,1,127.00,66.00,2.00,1.00,15.00
"University of Houston Charter Schools",2020,1,131.00,65.00,0.00,0.00,16.00
"University Of Texas At Austin H S",2020,1,247.00,5.00,0.00,0.00,5.00
"University Of Texas Elementary Cha",2019,1,298.00,171.00,63.00,60.00,28.00
"university Of Texas Elementary Charters",2004,1,113.00,79.00,3.00,3.00,8.00
"university Of Texas Elementary Charters",2005,1,150.00,113.00,7.00,7.00,10.00
"university Of Texas Elementary Charters",2006,1,178.00,111.00,12.00,12.00,18.00
"university Of Texas Elementary Charters",2007,1,216.00,143.00,20.00,20.00,17.00
"university Of Texas Elementary Charters",2008,1,255.00,155.00,20.00,20.00,25.00
"university Of Texas Elementary Charters",2009,1,252.00,157.00,28.00,28.00,24.00
"university Of Texas Elementary Charters",2010,1,256.00,177.00,42.00,42.00,22.00
"university Of Texas Elementary Charters",2011,1,259.00,176.00,38.00,38.00,20.00
"university Of Texas Elementary Charters",2012,1,296.00,174.00,53.00,59.00,22.00
"university Of Texas Elementary Charters",2013,1,298.00,193.00,60.00,60.00,28.00
"university Of Texas Elementary Charters",2014,1,305.00,153.00,66.00,61.00,24.00
"university Of Texas Elementary Charters",2015,1,304.00,168.00,61.00,57.00,18.00
"university Of Texas Elementary Charters",2016,1,303.00,161.00,72.00,68.00,15.00
"university Of Texas Elementary Charters",2017,1,304.00,176.00,78.00,75.00,19.00
"university Of Texas Elementary Charters",2018,1,295.00,158.00,76.00,75.00,20.00
"university Of Texas Elementary Charters",2020,1,295.00,163.00,49.00,47.00,46.00
"University Of Texas University Cha",2019,22,621.00,411.00,55.00,55.00,224.00
"University Of Texas University Cha",2020,3,80.00,45.00,5.00,5.00,24.00
"University Of Texas University Charters",2000,4,44.00,0.00,0.00,0.00,32.00
"University Of Texas University Charters",2001,7,125.00,0.00,0.00,0.00,100.00
"University Of Texas University Charters",2002,11,229.00,118.00,0.00,0.00,166.00
"University Of Texas University Charters",2003,16,524.00,447.00,0.00,0.00,373.00
"University Of Texas University Charters",2004,16,648.00,563.00,6.00,8.00,461.00
"University Of Texas University Charters",2005,18,902.00,895.00,3.00,5.00,700.00
"University Of Texas University Charters",2006,19,1024.00,527.00,7.00,11.00,725.00
"University Of Texas University Charters",2007,16,971.00,400.00,1.00,0.00,583.00
"University Of Texas University Charters",2008,17,944.00,611.00,9.00,11.00,580.00
"University Of Texas University Charters",2009,17,900.00,576.00,23.00,22.00,531.00
"University Of Texas University Charters",2010,16,907.00,658.00,24.00,24.00,485.00
"University Of Texas University Charters",2011,15,752.00,516.00,27.00,26.00,339.00
"University Of Texas University Charters",2012,15,776.00,524.00,35.00,33.00,325.00
"University Of Texas University Charters",2013,14,770.00,532.00,36.00,33.00,319.00
"University Of Texas University Charters",2014,14,638.00,395.00,33.00,31.00,220.00
"University Of Texas University Charters",2015,13,439.00,296.00,31.00,30.00,162.00
"University Of Texas University Charters",2016,20,567.00,354.00,32.00,32.00,192.00
"University Of Texas University Charters",2017,21,583.00,330.00,28.00,28.00,196.00
"University Of Texas University Charters",2018,20,674.00,389.00,76.00,76.00,218.00
"University Of Texas University Charters",2020,20,527.00,328.00,68.00,46.00,200.00
"Uplift Education",1998,1,218.00,5.00,0.00,0.00,4.00
"Uplift Education",1999,1,360.00,0.00,0.00,0.00,9.00
"Uplift Education",2000,1,409.00,0.00,0.00,0.00,9.00
"Uplift Education",2001,1,753.00,19.00,0.00,0.00,13.00
"Uplift Education",2002,1,799.00,13.00,9.00,3.00,14.00
"Uplift Education",2003,1,821.00,7.00,2.00,1.00,20.00
"Uplift Education",2004,1,885.00,7.00,0.00,3.00,29.00
"Uplift Education",2005,1,923.00,0.00,9.00,11.00,46.00
"Uplift Education",2006,2,1056.00,72.00,14.00,14.00,48.00
"Uplift Education",2007,3,1505.00,234.00,38.00,35.00,51.00
"Uplift Education",2008,4,1705.00,461.00,102.00,44.00,70.00
"Uplift Education",2009,15,3324.00,1640.00,518.00,376.00,143.00
"Uplift Education",2010,15,3961.00,2228.00,752.00,661.00,181.00
"Uplift Education",2011,17,4676.00,2773.00,933.00,771.00,232.00
"Uplift Education",2012,22,5780.00,3706.00,1395.00,1285.00,286.00
"Uplift Education",2013,24,7570.00,5148.00,1975.00,1852.00,415.00
"Uplift Education",2014,26,9805.00,6852.00,2809.00,2538.00,565.00
"Uplift Education",2015,27,11958.00,8589.00,3540.00,3365.00,729.00
"Uplift Education",2016,29,13959.00,10402.00,4447.00,4393.00,852.00
"Uplift Education",2017,34,15768.00,11890.00,4973.00,4906.00,1050.00
"Uplift Education",2018,37,17291.00,13409.00,5485.00,5596.00,1208.00
"Uplift Education",2019,38,18709.00,15139.00,6011.00,6310.00,1339.00
"Uplift Education",2020,38,20068.00,16061.00,6330.00,3116.00,1556.00
"Ut Tyler Innovation Academy",2013,3,278.00,36.00,1.00,0.00,10.00
"Ut Tyler Innovation Academy",2014,3,467.00,104.00,0.00,0.00,32.00
"Ut Tyler Innovation Academy",2015,3,545.00,105.00,6.00,4.00,33.00
"Ut Tyler Innovation Academy",2016,3,548.00,116.00,18.00,17.00,32.00
"Ut Tyler Innovation Academy",2017,3,636.00,146.00,15.00,14.00,43.00
"Ut Tyler Innovation Academy",2018,3,700.00,126.00,14.00,12.00,44.00
"Ut Tyler Innovation Academy",2020,3,844.00,286.00,10.00,10.00,57.00
"Ut Tyler University Academy",2019,3,738.00,154.00,10.00,10.00,37.00
"UTPB Stem Academy",2015,1,301.00,29.00,0.00,0.00,14.00
"UTPB Stem Academy",2016,1,323.00,32.00,1.00,1.00,17.00
"UTPB Stem Academy",2017,1,563.00,95.00,0.00,0.00,23.00
"UTPB Stem Academy",2018,1,654.00,76.00,13.00,13.00,31.00
"Utpb Stem Academy",2019,1,721.00,137.00,19.00,19.00,35.00
"UTPB Stem Academy",2020,1,769.00,79.00,21.00,10.00,44.00
"Valley High",2000,1,199.00,196.00,0.00,0.00,2.00
"Valley High",2001,1,257.00,239.00,0.00,0.00,0.00
"Valley High",2002,1,382.00,307.00,0.00,0.00,9.00
"Valor Public Schools",2019,1,459.00,116.00,17.00,10.00,24.00
"Valor Public Schools",2020,1,532.00,112.00,21.00,5.00,34.00
"Vanguard Academy",2002,1,48.00,44.00,0.00,0.00,4.00
"Vanguard Academy",2003,1,119.00,99.00,39.00,39.00,10.00
"Vanguard Academy",2004,1,167.00,146.00,58.00,58.00,11.00
"Vanguard Academy",2005,1,220.00,170.00,72.00,71.00,12.00
"Vanguard Academy",2006,1,286.00,227.00,88.00,87.00,12.00
"Vanguard Academy",2007,1,369.00,272.00,106.00,104.00,13.00
"Vanguard Academy",2008,1,423.00,331.00,103.00,102.00,12.00
"Vanguard Academy",2009,1,673.00,533.00,208.00,206.00,17.00
"Vanguard Academy",2010,1,860.00,691.00,264.00,262.00,16.00
"Vanguard Academy",2011,1,1062.00,880.00,286.00,280.00,20.00
"Vanguard Academy",2012,1,1295.00,1086.00,355.00,350.00,33.00
"Vanguard Academy",2013,2,1695.00,1408.00,515.00,511.00,42.00
"Vanguard Academy",2014,3,2112.00,1743.00,705.00,699.00,64.00
"Vanguard Academy",2015,3,2333.00,1897.00,817.00,810.00,76.00
"Vanguard Academy",2016,3,2397.00,2002.00,869.00,862.00,84.00
"Vanguard Academy",2017,4,2883.00,2388.00,1049.00,1041.00,96.00
"Vanguard Academy",2018,4,3283.00,2703.00,1188.00,1177.00,131.00
"Vanguard Academy",2019,4,4180.00,3504.00,1776.00,1745.00,193.00
"Vanguard Academy",2020,4,4473.00,3313.00,1957.00,1767.00,238.00
"Victory Prep",2012,3,590.00,383.00,0.00,0.00,41.00
"Victory Prep",2013,3,658.00,534.00,0.00,0.00,40.00
"Victory Prep",2014,3,564.00,452.00,0.00,0.00,42.00
"Victory Prep",2015,3,634.00,560.00,0.00,0.00,41.00
"Victory Prep",2016,3,607.00,526.00,0.00,0.00,35.00
"Village Tech Schools",2014,1,636.00,175.00,0.00,0.00,5.00
"Village Tech Schools",2015,1,727.00,234.00,13.00,4.00,21.00
"Village Tech Schools",2016,1,725.00,220.00,16.00,16.00,24.00
"Village Tech Schools",2017,1,823.00,283.00,16.00,15.00,42.00
"Village Tech Schools",2018,1,920.00,371.00,17.00,16.00,43.00
"Village Tech Schools",2019,1,1115.00,453.00,47.00,45.00,65.00
"Village Tech Schools",2020,1,1217.00,551.00,35.00,27.00,86.00
"Vista Del Futuro Charter School",2011,1,115.00,76.00,57.00,56.00,5.00
"Vista Del Futuro Charter School",2012,1,131.00,74.00,42.00,38.00,10.00
"Vista Del Futuro Charter School",2013,1,182.00,99.00,46.00,45.00,7.00
"Vista Del Futuro Charter School",2014,1,255.00,143.00,63.00,55.00,14.00
"Vista Del Futuro Charter School",2015,1,339.00,160.00,86.00,83.00,17.00
